Five Guys Named Moe@Louis Jordan@amiable@6.7@2.85@Blues
Caldonia@Louis Jordan@amiable@6.7@2.85@Blues
Sally Was a Good Old Girl@Buck Owens@amiable@6.7@2.85@Country
Hey! Baby@Bruce Channel@amiable@6.7@2.85@Easy Listening
Give Me the Simple Life@June Christy@amiable@6.7@2.85@Easy Listening
Ordinary Christmas@dress@amiable@6.7@2.85@Holiday&Pop/Rock
Joy Spring@Clifford Brown@amiable@6.7@2.85@Jazz
It''s Only a Paper Moon@Nat King Cole@amiable@6.7@2.85@Jazz&Vocal
All Falls Down (Steve Aoki Remix)@Alan Walker@amiable@6.7@2.85@Pop/Rock
Thank You for Being a Friend@Andrew Gold@amiable@6.7@2.85@Pop/Rock
Baby I''m-A Want You@Bread@amiable@6.7@2.85@Pop/Rock
Your Smiling Face@James Taylor@amiable@6.7@2.85@Pop/Rock
Mama (Feat William Singe)@Jonas Blue@amiable@6.7@2.85@Pop/Rock
Happy Now (Feat Sandro Cavazza)@Kygo@amiable@6.7@2.85@Pop/Rock
Here With Me (Feat CHVRCHES)@Marshmello@amiable@6.7@2.85@Pop/Rock
High On Life@Martin Garrix@amiable@6.7@2.85@Pop/Rock
ON/OFF@ONF@amiable@6.7@2.85@Pop/Rock
Silly Love Songs@Paul McCartney@amiable@6.7@2.85@Pop/Rock
Way Back Home@SHAUN@amiable@6.7@2.85@Pop/Rock
Lunisolar@SHAUN@amiable@6.7@2.85@Pop/Rock
Windy@The Association@amiable@6.7@2.85@Pop/Rock
This Feeling@The Chainsmokers@amiable@6.7@2.85@Pop/Rock
Fun with the Tux@Tuxedo@amiable@6.7@2.85@Pop/Rock
energetic@Wanna One@amiable@6.7@2.85@Pop/Rock
Sunshine Superman@Donovan@amiable@6.7@2.85@Pop/Rock&Folk
Sweet Little Sixteen@Chuck Berry@amiable@6.7@2.85@Pop/Rock&R&B
Ruby Baby@Dion@amiable@6.7@2.85@Pop/Rock&R&B
I''m Walkin''@Fats Domino@amiable@6.7@2.85@Pop/Rock&R&B
Up, Up and Away@The 5th Dimension@amiable@6.7@2.85@Pop/Rock&R&B
Blueberry Hill@Fats Domino@amiable@6.7@2.85@Pop/Rock&R&B&Blues
How Deep Is Your Love@PJ Morton@amiable@6.7@2.85@R&B
Soul Man@Sam & Dave@amiable@6.7@2.85@R&B&Pop/Rock
초능력@우주비행@amiable@6.7@2.85@Rap
아까워@재지팩트@amiable@6.7@2.85@Rap
Dang!@MAC MILLER@amiable@6.7@2.85@Rap
Chances Are@Johnny Mathis@amiable@6.7@2.85@Vocal
Come On-A My House@Rosemary Clooney@amiable@6.7@2.85@Vocal
Don''t Bring Me Down@Eric Burdon & the Animals@angry@2.53@6.2@Easy Listening&Pop/Rock
Triptych: Prayer/Protest/Peace@Max Roach@angry@2.53@6.2@Jazz
Territorial Pissings@Nirvana@angry@2.53@6.2@Pop/Rock
God Save the Queen@Sex Pistols@angry@2.53@6.2@Pop/Rock
Shutter Island@Jessie Reyez@angry@2.53@6.2@R&B
패@김효은 & Chaboom & EK@angry@2.53@6.2@Rap
Sabotage@Beastie Boys@angry@2.53@6.2@Rap
You Must Learn@Boogie Down Productions@angry@2.53@6.2@Rap
AmeriKKKa''s Most Wanted@Ice Cube@angry@2.53@6.2@Rap
DNA@Kendrick Lamar@angry@2.53@6.2@Rap
HYENA 100@Mckdaddy@angry@2.53@6.2@Rap
Olaf@pH-1@angry@2.53@6.2@Rap
homeless door@offonoff@bleak@3.96@3.18@R&B
Overthinking@offonoff@bleak@3.96@3.18@R&B
in the car@offonoff@bleak@3.96@3.18@R&B
Dive@주영@bleak@3.96@3.18@R&B
American Skin (41 Shots)@Bruce Springsteen@bleak@3.96@3.18@Pop/Rock
The River@Bruce Springsteen@bleak@3.96@3.18@Pop/Rock
Heartbreak Hotel@Elvis Presley@bleak@3.96@3.18@Pop/Rock
Crawling@Linkin Park@bleak@3.96@3.18@Pop/Rock
Starlight@Muse@bleak@3.96@3.18@Pop/Rock
Gone till November@Wyclef Jean@bleak@3.96@3.18@R&B
Neither One of Us (Wants to Be the First to Say Goodbye)@Gladys Knight & the Pips@bleak@3.96@3.18@R&B&Pop/Rock
Angel Eyes@Frank Sinatra@bleak@3.96@3.18@Vocal&Jazz
Angel Eyes@Frank Sinatra@bleak@3.96@3.18@Vocal&Jazz
Put Your Records On@Corinne Bailey Rae@bright@6.84@5@R&B
