title,performer,adjective,adjective_id,av_adjective,av_id
It Was a Very Good Year,Frank Sinatra,Nostalgic,10134,nostalgic,172
Astral Weeks,Van Morrison,Nostalgic,10134,nostalgic,172
Veronica,Elvis Costello,Nostalgic,10134,nostalgic,172
Old Friends,Roger Miller,Nostalgic,10134,nostalgic,172
Mr. Pastorius,Miles Davis,Nostalgic,10134,nostalgic,172
My Hometown,Bruce Springsteen,Nostalgic,10134,nostalgic,172
Uptown Girl,Billy Joel,Nostalgic,10134,nostalgic,172
Tell Her About It,Billy Joel,Nostalgic,10134,nostalgic,172
This Night,Billy Joel,Nostalgic,10134,nostalgic,172
The Longest Time,Billy Joel,Nostalgic,10134,nostalgic,172
Against All Odds (Take a Look at Me Now),Phil Collins,Nostalgic,10134,nostalgic,172
My Way,Frank Sinatra,Nostalgic,10134,nostalgic,172
Hobo Blues,John Lee Hooker,Nostalgic,10134,nostalgic,172
Spring Is Here,Frank Sinatra,Nostalgic,10134,nostalgic,172
Half a Man,Merle Haggard,Nostalgic,10134,nostalgic,172
Old Apache Squaw,Johnny Cash,Nostalgic,10134,nostalgic,172
Glory Days,Bruce Springsteen,Nostalgic,10134,nostalgic,172
Beware My Love,Paul McCartney,Ominous,10135,ominous,44
Think for Yourself,The Beatles,Ominous,10135,ominous,44
A Day in the Life,The Beatles,Ominous,10135,ominous,44
Happiness Is a Warm Gun,The Beatles,Ominous,10135,ominous,44
I Am the Walrus,The Beatles,Ominous,10135,ominous,44
Strawberry Fields Forever,The Beatles,Ominous,10135,ominous,44
Tomorrow Never Knows,The Beatles,Ominous,10135,ominous,44
Only a Northern Song,The Beatles,Ominous,10135,ominous,44
Angry Chair,Alice in Chains,Ominous,10135,ominous,44
Would?,Alice in Chains,Ominous,10135,ominous,44
Starlight,Muse,Ominous,10135,ominous,44
The Gates of Eden,Bob Dylan,Ominous,10135,ominous,44
Little 15,Depeche Mode,Ominous,10135,ominous,44
mOBSCENE,Marilyn Manson,Ominous,10135,ominous,44
This Is the New Shit,Marilyn Manson,Ominous,10135,ominous,44
High Water (For Charley Patton),Bob Dylan,Ominous,10135,ominous,44
Five Feet High and Rising,Johnny Cash,Ominous,10135,ominous,44
Don''t Take Your Guns to Town,Johnny Cash,Ominous,10135,ominous,44
Footsteps,Pearl Jam,Ominous,10135,ominous,44
Darkness  Darkness,Robert Plant,Ominous,10135,ominous,44
Morning Dew,Robert Plant,Ominous,10135,ominous,44
Man in the Long Black Coat,Bob Dylan,Ominous,10135,ominous,44
Lunchbox,Marilyn Manson,Ominous,10135,ominous,44
Look Back in Anger,David Bowie,Ominous,10135,ominous,44
Pressure,Billy Joel,Ominous,10135,ominous,44
Disposable Teens,Marilyn Manson,Ominous,10135,ominous,44
The Fight Song,Marilyn Manson,Ominous,10135,ominous,44
All She Wants Is,Duran Duran,Ominous,10135,ominous,44
Tourniquet,Marilyn Manson,Ominous,10135,ominous,44
Neither One of Us (Wants to Be the First to Say Goodbye),Gladys Knight & the Pips,Ominous,10135,ominous,44
The Beautiful People,Marilyn Manson,Ominous,10135,ominous,44
The Dope Show,Marilyn Manson,Ominous,10135,ominous,44
E-Bow the Letter,R.E.M.,Ominous,10135,ominous,44
Spanish Key,Miles Davis,Ominous,10135,ominous,44
The Chauffeur,Duran Duran,Ominous,10135,ominous,44
All for Leyna,Billy Joel,Ominous,10135,ominous,44
When the Levee Breaks,Led Zeppelin,Ominous,10135,ominous,44
Rooster,Alice in Chains,Ominous,10135,ominous,44
Them Bones,Alice in Chains,Ominous,10135,ominous,44
Angel Eyes,Frank Sinatra,Ominous,10135,ominous,44
It''s Alright  Ma (I''m Only Bleeding),Bob Dylan,Ominous,10135,ominous,44
Machine Gun,Jimi Hendrix,Ominous,10135,ominous,44
Love Sick,Bob Dylan,Ominous,10135,ominous,44
Babe I''m Gonna Leave You,Led Zeppelin,Ominous,10135,ominous,44
Heartbreak Hotel,Elvis Presley,Ominous,10135,ominous,44
Everything Is Broken,Bob Dylan,Ominous,10135,ominous,44
Political World,Bob Dylan,Ominous,10135,ominous,44
Always Crashing in the Same Car,David Bowie,Ominous,10135,ominous,44
Sound and Vision,David Bowie,Ominous,10135,ominous,44
Beauty and the Beast,David Bowie,Ominous,10135,ominous,44
The Name of the Game,ABBA,Optimistic,10136,optimistic,104
Knowing Me  Knowing You,ABBA,Optimistic,10136,optimistic,104
Take a Chance on Me,ABBA,Optimistic,10136,optimistic,104
I Do  I Do  I Do  I Do  I Do,ABBA,Optimistic,10136,optimistic,104
Be My Number Two,Joe Jackson,Optimistic,10136,optimistic,104
Some Might Say,Oasis,Optimistic,10136,optimistic,104
Home Town,Joe Jackson,Optimistic,10136,optimistic,104
Longfellow Serenade,Neil Diamond,Optimistic,10136,optimistic,104
Alejandro [Sound Of Arrows Remix],Lady Gaga,Opulent,10137,Contented,3
Dance In The Dark [Monarchy ''Stylites'' Remix],Lady Gaga,Opulent,10137,Contented,3
There Goes My Baby,Usher,Opulent,10137,Contented,3
OMG,Usher,Opulent,10137,Contented,3
Bad Romance,Lady Gaga,Opulent,10137,Contented,3
Alejandro,Lady Gaga,Opulent,10137,Contented,3
Love Me,Justin Bieber,Opulent,10137,Contented,3
LOL :-),Trey Songz,Opulent,10137,Contented,3
I Invented Sex,Trey Songz,Opulent,10137,Contented,3
Neighbors Know My Name,Trey Songz,Opulent,10137,Contented,3
Norwegian Wood (This Bird Has Flown),The Beatles,Organic,10138,organic,160
Girl,The Beatles,Organic,10138,organic,160
Two of Us,The Beatles,Organic,10138,organic,160
You''ve Got to Hide Your Love Away,The Beatles,Organic,10138,organic,160
Madame George,Van Morrison,Organic,10138,organic,160
Beside You,Van Morrison,Organic,10138,organic,160
Man on the Moon,R.E.M.,Organic,10138,organic,160
Drive,R.E.M.,Organic,10138,organic,160
What''s the Frequency  Kenneth?,R.E.M.,Organic,10138,organic,160
Imitation of Life,R.E.M.,Organic,10138,organic,160
Bad Day,R.E.M.,Organic,10138,organic,160
Everybody Hurts,R.E.M.,Organic,10138,organic,160
Cuyahoga,R.E.M.,Organic,10138,organic,160
The One I Love,R.E.M.,Organic,10138,organic,160
Orange Crush,R.E.M.,Organic,10138,organic,160
Leaving New York,R.E.M.,Organic,10138,organic,160
The Great Beyond,R.E.M.,Organic,10138,organic,160
Spanish Rose,Van Morrison,Organic,10138,organic,160
Harlem Air Shaft,Duke Ellington,Organic,10138,organic,160
See That My Grave Is Kept Clean,Bob Dylan,Organic,10138,organic,160
Help Me Make It Through the Night,Willie Nelson,Organic,10138,organic,160
Night Life,Willie Nelson,Organic,10138,organic,160
Whiskey River,Willie Nelson,Organic,10138,organic,160
Mamas Don''t Let Your Babies Grow Up to Be Cowboys,Willie Nelson,Organic,10138,organic,160
Rock Steady,Aretha Franklin,Organic,10138,organic,160
City of New Orleans,Willie Nelson,Organic,10138,organic,160
Every Beat of My Heart,Gladys Knight & the Pips,Organic,10138,organic,160
All Along the Watchtower,Bob Dylan,Organic,10138,organic,160
C Jam Blues,Duke Ellington,Organic,10138,organic,160
Tonight I''ll Be Staying Here With You,Bob Dylan,Organic,10138,organic,160
See Saw,Aretha Franklin,Organic,10138,organic,160
The Weight,Aretha Franklin,Organic,10138,organic,160
Let It Be,Aretha Franklin,Organic,10138,organic,160
Share Your Love with Me,Aretha Franklin,Organic,10138,organic,160
Son of a Preacher Man,Aretha Franklin,Organic,10138,organic,160
Main Stem,Duke Ellington,Organic,10138,organic,160
Johnny Come Lately,Duke Ellington,Organic,10138,organic,160
We Can Work It Out,The Beatles,Organic,10138,organic,160
Californication,Red Hot Chili Peppers,Organic,10138,organic,160
Scar Tissue,Red Hot Chili Peppers,Organic,10138,organic,160
Done Somebody Wrong,The Allman Brothers Band,Organic,10138,organic,160
Misty Mornin'',Duke Ellington,Organic,10138,organic,160
Blue Eyes Crying in the Rain,Willie Nelson,Organic,10138,organic,160
I''m Movin'' On,Elvis Presley,Organic,10138,organic,160
Long Black Limousine,Elvis Presley,Organic,10138,organic,160
Heartbreaker,Dolly Parton,Organic,10138,organic,160
Angel,Aretha Franklin,Organic,10138,organic,160
Chain of Fools,Aretha Franklin,Organic,10138,organic,160
Save Me,Aretha Franklin,Organic,10138,organic,160
Do Right Woman  Do Right Man,Aretha Franklin,Organic,10138,organic,160
Cosmic Slop,Funkadelic,Outraged,10139,Tense,15
Breakin'' Dishes,Rihanna,Outraged,10139,Tense,15
Taxman,The Beatles,Outraged,10139,Tense,15
So What,P!nk,Outraged,10139,Tense,15
Addicted,P.O.D.,Outraged,10139,Tense,15
Armagideon Time,The Clash,Outraged,10139,Tense,15
Guns of Brixton,The Clash,Outraged,10139,Tense,15
English Civil War,The Clash,Outraged,10139,Tense,15
London Calling,The Clash,Outraged,10139,Tense,15
Strange Fruit,Billie Holiday,Outraged,10139,Tense,15
Radio  Radio,Elvis Costello,Outraged,10139,Tense,15
Papa Was a Rolling Stone,The Temptations,Outraged,10139,Tense,15
Ball of Confusion (That''s What the World Is Today),The Temptations,Outraged,10139,Tense,15
(You''re The) Devil in Disguise,Elvis Presley,Outraged,10139,Tense,15
The Lonesome Death of Hattie Carroll,Bob Dylan,Outraged,10139,Tense,15
Big Shot,Billy Joel,Outraged,10139,Tense,15
Outrageous,Paul Simon,Outraged,10139,Tense,15
Dear Mr. President,P!nk,Outraged,10139,Tense,15
Stupid Girls,P!nk,Outraged,10139,Tense,15
Hurricane,Carl Barât,Outraged,10139,Tense,15
Ohio,Crosby  Stills  Nash & Young,Outraged,10139,Tense,15
This Is My Country,The Impressions,Outraged,10139,Tense,15
People of the Sun,Rage Against the Machine,Outraged,10139,Tense,15
Calm Like a Bomb,Rage Against the Machine,Outraged,10139,Tense,15
Bulls on Parade,Rage Against the Machine,Outraged,10139,Tense,15
Fight Like a Brave,Red Hot Chili Peppers,Outraged,10139,Tense,15
Johnny  Kick a Hole in the Sky,Red Hot Chili Peppers,Outraged,10139,Tense,15
Taste the Pain,Red Hot Chili Peppers,Outraged,10139,Tense,15
Ohio,Neil Young,Outraged,10139,Tense,15
Future Shock,Curtis Mayfield,Outraged,10139,Tense,15
American Skin (41 Shots),Bruce Springsteen,Outraged,10139,Tense,15
Clampdown,The Clash,Outraged,10139,Tense,15
Maggie''s Farm,Rage Against the Machine,Outraged,10139,Tense,15
Street Fighting Man,Rage Against the Machine,Outraged,10139,Tense,15
The Ghost of Tom Joad,Rage Against the Machine,Outraged,10139,Tense,15
How I Could Just Kill a Man,Rage Against the Machine,Outraged,10139,Tense,15
Kick Out the Jams,Rage Against the Machine,Outraged,10139,Tense,15
Pistol Grip Pump,Rage Against the Machine,Outraged,10139,Tense,15
(For God''s Sake) Give More Power to the People,The Chi-Lites,Outraged,10139,Tense,15
Cry Me a River,Barbra Streisand,Outraged,10139,Tense,15
Fortunate Son,Creedence Clearwater Revival,Outraged,10139,Tense,15
Grievance,Pearl Jam,Outraged,10139,Tense,15
Insignificance,Pearl Jam,Outraged,10139,Tense,15
Breakerfall,Pearl Jam,Outraged,10139,Tense,15
Between Angels and Insects,Papa Roach,Outraged,10139,Tense,15
A Song for Assata,C-Lo,Outraged,10139,Tense,15
Summertime,Sidney Bechet,Outraged,10139,Tense,15
Voice of the Voiceless,Rage Against the Machine,Outraged,10139,Tense,15
Mic Check,Rage Against the Machine,Outraged,10139,Tense,15
Guerrilla Radio,Rage Against the Machine,Outraged,10139,Tense,15
Masqualero,Miles Davis Quintet,Outrageous,10140,Tense,15
We Made You,Eminem,Outrageous,10140,Tense,15
Undercover of the Night,The Rolling Stones,Outrageous,10140,Tense,15
Method Man,Wu-Tang Clan,Outrageous,10140,Tense,15
Skies on Fire,AC/DC,Outrageous,10140,Tense,15
I Wanna Rock,Snoop Dogg,Outrageous,10140,Tense,15
Bawitdaba,Kid Rock,Outrageous,10140,Tense,15
Kiss Kiss,Chris Brown,Outrageous,10140,Tense,15
Flashing Lights,Kanye West,Outrageous,10140,Tense,15
Stronger,Kanye West,Outrageous,10140,Tense,15
Girlfriend,Avril Lavigne,Outrageous,10140,Tense,15
Great Balls of Fire,Jerry Lee Lewis,Outrageous,10140,Tense,15
Search and Destroy,Iggy Pop,Outrageous,10140,Tense,15
Love Comes Again,BT,Outrageous,10140,Tense,15
Willie Nelson (Take 3),Miles Davis,Outrageous,10140,Tense,15
Breathless,Jerry Lee Lewis,Outrageous,10140,Tense,15
Drinkin'' Wine  Spo-Dee-O-Dee,Jerry Lee Lewis,Outrageous,10140,Tense,15
Problem Child,AC/DC,Outrageous,10140,Tense,15
Midnight Rambler,The Rolling Stones,Outrageous,10140,Tense,15
Rocker,AC/DC,Outrageous,10140,Tense,15
Willie Nelson/The Theme (Saturday Miles),Miles Davis,Outrageous,10140,Tense,15
Stupid Girl,The Rolling Stones,Outrageous,10140,Tense,15
Guilty Conscience,Eminem,Outrageous,10140,Tense,15
My Name Is,Eminem,Outrageous,10140,Tense,15
Down,311,Outrageous,10140,Tense,15
I''m Your Gun,Alice Cooper,Outrageous,10140,Tense,15
Trash,Alice Cooper,Outrageous,10140,Tense,15
Bed of Nails,Alice Cooper,Outrageous,10140,Tense,15
Spanish Key/The Theme,Miles Davis,Outrageous,10140,Tense,15
Bitches Brew,Miles Davis,Outrageous,10140,Tense,15
It''s About That Time,Miles Davis,Outrageous,10140,Tense,15
Willie Nelson,Miles Davis,Outrageous,10140,Tense,15
Miles Runs the Voodoo Down,Miles Davis,Outrageous,10140,Tense,15
Directions,Miles Davis,Outrageous,10140,Tense,15
High School Confidential,Jerry Lee Lewis,Outrageous,10140,Tense,15
Unholy,Kiss,Outrageous,10140,Tense,15
No More Tears,Ozzy Osbourne,Outrageous,10140,Tense,15
I Don''t Want to Change the World,Ozzy Osbourne,Outrageous,10140,Tense,15
Marie Provost,Nick Lowe,Outrageous,10140,Tense,15
Hey Ladies,Beastie Boys,Outrageous,10140,Tense,15
Sympathy for the Devil,The Rolling Stones,Outrageous,10140,Tense,15
Beware My Love,Paul McCartney,Paranoid,10141,paranoid,45
Undercover of the Night,The Rolling Stones,Paranoid,10141,paranoid,45
Badge,Eric Clapton,Paranoid,10141,paranoid,45
Happiness Is a Warm Gun,The Beatles,Paranoid,10141,paranoid,45
Starlight,Muse,Paranoid,10141,paranoid,45
Just,Radiohead,Paranoid,10141,paranoid,45
Knights of Cydonia,Muse,Paranoid,10141,paranoid,45
Looking for Clues,Robert Palmer,Paranoid,10141,paranoid,45
Like Toy Soldiers,Eminem,Paranoid,10141,paranoid,45
China Girl,David Bowie,Paranoid,10141,paranoid,45
mOBSCENE,Marilyn Manson,Paranoid,10141,paranoid,45
This Is the New Shit,Marilyn Manson,Paranoid,10141,paranoid,45
Paint It Black,The Rolling Stones,Paranoid,10141,paranoid,45
Badge,Eric Clapton,Paranoid,10141,paranoid,45
D.J.,David Bowie,Paranoid,10141,paranoid,45
12XU,Wire,Paranoid,10141,paranoid,45
My Iron Lung,Radiohead,Paranoid,10141,paranoid,45
Lunchbox,Marilyn Manson,Paranoid,10141,paranoid,45
Look Back in Anger,David Bowie,Paranoid,10141,paranoid,45
Gimme Shelter,The Rolling Stones,Paranoid,10141,paranoid,45
Floyd the Barber,Nirvana,Paranoid,10141,paranoid,45
Pressure,Billy Joel,Paranoid,10141,paranoid,45
Disposable Teens,Marilyn Manson,Paranoid,10141,paranoid,45
Electric Funeral,Black Sabbath,Paranoid,10141,paranoid,45
Psycho Killer,Talking Heads,Paranoid,10141,paranoid,45
The Reflecting God,Marilyn Manson,Paranoid,10141,paranoid,45
Antichrist Superstar,Marilyn Manson,Paranoid,10141,paranoid,45
Tourniquet,Marilyn Manson,Paranoid,10141,paranoid,45
Irresponsible Hate Anthem,Marilyn Manson,Paranoid,10141,paranoid,45
The Beautiful People,Marilyn Manson,Paranoid,10141,paranoid,45
The Dope Show,Marilyn Manson,Paranoid,10141,paranoid,45
Muscle Museum,Muse,Paranoid,10141,paranoid,45
E-Bow the Letter,R.E.M.,Paranoid,10141,paranoid,45
Hands All Over,Soundgarden,Paranoid,10141,paranoid,45
Good Mourning/Black Friday,Megadeth,Paranoid,10141,paranoid,45
Devil''s Island,Megadeth,Paranoid,10141,paranoid,45
The Conjuring,Megadeth,Paranoid,10141,paranoid,45
Wake Up Dead,Megadeth,Paranoid,10141,paranoid,45
Outshined,Soundgarden,Paranoid,10141,paranoid,45
Casey Jones,Grateful Dead,Paranoid,10141,paranoid,45
I Think I''m Paranoid,Garbage,Paranoid,10141,paranoid,45
Guilty Conscience,Eminem,Paranoid,10141,paranoid,45
All for Leyna,Billy Joel,Paranoid,10141,paranoid,45
Running on Ice,Billy Joel,Paranoid,10141,paranoid,45
Inertia Creeps,Massive Attack,Paranoid,10141,paranoid,45
He Thought of Cars,Blur,Paranoid,10141,paranoid,45
Tusk,Fleetwood Mac,Paranoid,10141,paranoid,45
Cat People (Putting Out Fire),David Bowie,Paranoid,10141,paranoid,45
Cat People (Putting out Fire),David Bowie,Paranoid,10141,paranoid,45
Blackout,David Bowie,Paranoid,10141,paranoid,45
What''d I Say,Ray Charles,Passionate,10142,passionate,74
Fight the Power,Public Enemy,Passionate,10142,passionate,74
Better Get Hit in Yo'' Soul,Charles Mingus,Passionate,10142,passionate,74
Think,Aretha Franklin,Passionate,10142,passionate,74
Please  Please  Please,James Brown,Passionate,10142,passionate,74
Good Rockin'' Tonight,Elvis Presley,Passionate,10142,passionate,74
Piece of My Heart,Big Brother & the Holding Company,Passionate,10142,passionate,74
What''s Going On,Marvin Gaye,Passionate,10142,passionate,74
Go Tell It on the Mountain,Mahalia Jackson,Passionate,10142,passionate,74
Born to Run,Bruce Springsteen,Passionate,10142,passionate,74
I Will Follow,U2,Passionate,10142,passionate,74
Proud Mary,Ike & Tina Turner,Passionate,10142,passionate,74
Hold on  I''m Comin'',Sam & Dave,Passionate,10142,passionate,74
With a Little Help from My Friends,Joe Cocker,Passionate,10142,passionate,74
The Dark End Of The Street,James Carr,Passionate,10142,passionate,74
When a Man Loves a Woman,Percy Sledge,Passionate,10142,passionate,74
Home in Your Heart,Solomon Burke,Passionate,10142,passionate,74
Westbound #9,Flaming Ember,Passionate,10142,passionate,74
Waiting for the Great Leap Forwards,Billy Bragg,Passionate,10142,passionate,74
Try a Little Tenderness,Otis Redding,Passionate,10142,passionate,74
Rip It Up,Little Richard,Passionate,10142,passionate,74
Don''t Stop ''Til You Get Enough,Michael Jackson,Passionate,10142,passionate,74
Twist and Shout,The Isley Brothers,Passionate,10142,passionate,74
Here I Am (Come and Take Me),Al Green,Passionate,10142,passionate,74
I Want to Take You Higher,Sly & the Family Stone,Passionate,10142,passionate,74
Come on Eileen,Dexys Midnight Runners,Passionate,10142,passionate,74
Layla,Derek & the Dominos,Passionate,10142,passionate,74
I''m Ready,Muddy Waters,Passionate,10142,passionate,74
Cry  Cry  Cry,"Bobby ""Blue"" Bland",Passionate,10142,passionate,74
A Change Is Gonna Come,Sam Cooke,Passionate,10142,passionate,74
London Calling,The Clash,Passionate,10142,passionate,74
You Better Move On,Arthur Alexander,Passionate,10142,passionate,74
Naima,John Coltrane,Passionate,10142,passionate,74
When the Saints Go Marching In,Sidney Bechet,Passionate,10142,passionate,74
Baba O''Riley,The Who,Passionate,10142,passionate,74
Tell It Like It Is,Aaron Neville,Passionate,10142,passionate,74
Geleia Geral,Daniela Mercury,Passionate,10142,passionate,74
Golden Gate Gospel Train,Golden Gate Quartet,Passionate,10142,passionate,74
Un Amor,Gipsy Kings,Passionate,10142,passionate,74
I Have a Dream,Martin Luther King  Jr.,Passionate,10142,passionate,74
63rd Street Theme,Johnny Griffin,Passionate,10142,passionate,74
Bamboleo,Gipsy Kings,Passionate,10142,passionate,74
Anyday,Derek & the Dominos,Passionate,10142,passionate,74
Reconsider Me,Johnny Adams,Passionate,10142,passionate,74
I''m a Pilgrim Traveler,Sister Wynona Carr,Passionate,10142,passionate,74
Let''s Have a Party,Wanda Jackson,Passionate,10142,passionate,74
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,Passionate,10142,passionate,74
Knock on Wood,Eddie Floyd,Passionate,10142,passionate,74
Last Goodbye,Jeff Buckley,Passionate,10142,passionate,74
Move,Miles Davis,Passionate,10142,passionate,74
Let It Be Me,Willie Nelson,Pastoral,10143,Serene,13
Mammas Don''t Let Your Babies Grow Up to Be Cowboys,Willie Nelson,Pastoral,10143,Serene,13
You''ve Got the Love,Florence + the Machine,Pastoral,10143,Serene,13
Rabbit Heart (Raise It Up),Florence + the Machine,Pastoral,10143,Serene,13
Wake the World,The Beach Boys,Pastoral,10143,Serene,13
Seven Spanish Angels,Willie Nelson,Pastoral,10143,Serene,13
Mother Nature''s Son,The Beatles,Pastoral,10143,Serene,13
Help Me Make It Through the Night,Willie Nelson,Pastoral,10143,Serene,13
Nothing I Can Do About It Now,Willie Nelson,Pastoral,10143,Serene,13
Mamas Don''t Let Your Babies Grow Up to Be Cowboys,Willie Nelson,Pastoral,10143,Serene,13
Living in the Promiseland,Willie Nelson,Pastoral,10143,Serene,13
Chestnut Mare,The Byrds,Pastoral,10143,Serene,13
Nashville West,The Byrds,Pastoral,10143,Serene,13
Daddy Was an Old Time Preacher Man,Dolly Parton,Pastoral,10143,Serene,13
Highwayman,Johnny Cash,Pastoral,10143,Serene,13
I Can Hear Music,The Beach Boys,Pastoral,10143,Serene,13
Forgiving You Was Easy,Willie Nelson,Pastoral,10143,Serene,13
From a Distance,Bette Midler,Pastoral,10143,Serene,13
Wind Beneath My Wings,Bette Midler,Pastoral,10143,Serene,13
Heartaches by the Number,Willie Nelson,Pastoral,10143,Serene,13
Bridge over Troubled Water,Aretha Franklin,Pastoral,10143,Serene,13
It''s All Wrong  But It''s All Right,Dolly Parton,Pastoral,10143,Serene,13
People Get Ready,Aretha Franklin,Pastoral,10143,Serene,13
I''m in the Mood for Love,Louis Armstrong,Pastoral,10143,Serene,13
Me Too,Toby Keith,Pastoral,10143,Serene,13
Does That Blue Moon Ever Shine on You,Toby Keith,Pastoral,10143,Serene,13
Moonlight in Vermont,Frank Sinatra,Pastoral,10143,Serene,13
Mr. Pastorius,Miles Davis,Pastoral,10143,Serene,13
I Have a Dream,ABBA,Pastoral,10143,Serene,13
Lazy Afternoon,Tony Bennett,Pastoral,10143,Serene,13
Seven Spanish Angels,Ray Charles,Pastoral,10143,Serene,13
I''m So Happy I Can''t Stop Crying,Toby Keith,Pastoral,10143,Serene,13
For Your Love,Stevie Wonder,Pastoral,10143,Serene,13
Sanctuary,Miles Davis,Pastoral,10143,Serene,13
What a Wonderful World,Louis Armstrong,Pastoral,10143,Serene,13
Within Attraction,Yanni,Pastoral,10143,Serene,13
Lonesome Cowboy,Elvis Presley,Pastoral,10143,Serene,13
Why''d You Come in Here Lookin'' Like That,Dolly Parton,Pastoral,10143,Serene,13
Mull of Kintyre,Paul McCartney,Pastoral,10143,Serene,13
All Things Must Pass,George Harrison,Pastoral,10143,Serene,13
Starting Over Again,Dolly Parton,Pastoral,10143,Serene,13
Mona Lisa,Willie Nelson,Pastoral,10143,Serene,13
Old Apache Squaw,Johnny Cash,Pastoral,10143,Serene,13
Great Speckled Bird,Johnny Cash,Pastoral,10143,Serene,13
Sunday Morning Coming Down,Johnny Cash,Pastoral,10143,Serene,13
The Bonnie Blue Flag  song,Douglas Jimerson,Patriotic,10144,patriotic,140
The Battle Cry of Freedom  for voice  chorus & keyboard,Douglas Jimerson,Patriotic,10144,patriotic,140
The Liberty Bell  march for band,The Band of the Brigade of Gurkhas,Patriotic,10144,patriotic,140
Yankee Doodle  song,Middlesex County Volunteers Fifes and Drums,Patriotic,10144,patriotic,140
We Weren''t Born to Follow,Bon Jovi,Patriotic,10144,patriotic,140
Your Love Is My Drug,Kesha,Perky,10145,perky,105
TiK ToK,Kesha,Perky,10145,perky,105
Take It Off,Kesha,Perky,10145,perky,105
Blah Blah Blah,Kesha,Perky,10145,perky,105
We Can Get Together,The Hold Steady,Philosophical,10146,philosophical,128
Hallelujah [New Version],k.d. lang,Philosophical,10146,philosophical,128
Hello World,Lady Antebellum,Philosophical,10146,philosophical,128
Time,Ringo Starr,Philosophical,10146,philosophical,128
Everyone Wins,Ringo Starr,Philosophical,10146,philosophical,128
Can''t Do It Wrong,Ringo Starr,Philosophical,10146,philosophical,128
Y Not,Ringo Starr,Philosophical,10146,philosophical,128
Lullaby,OneRepublic,Philosophical,10146,philosophical,128
Marchin'' On,OneRepublic,Philosophical,10146,philosophical,128
Waking Up,OneRepublic,Philosophical,10146,philosophical,128
Fear,OneRepublic,Philosophical,10146,philosophical,128
All This Time,OneRepublic,Philosophical,10146,philosophical,128
Missing Persons 1 & 2,OneRepublic,Philosophical,10146,philosophical,128
Everybody Loves Me,OneRepublic,Philosophical,10146,philosophical,128
Secrets,OneRepublic,Philosophical,10146,philosophical,128
All the Right Moves,OneRepublic,Philosophical,10146,philosophical,128
The Glendy Burk  song for voice & piano,Douglas Jimerson,Plain,10147,plain,161
Airplanes,B.o.B,Plaintive,10148,Serene,13
Seven Spanish Angels,Willie Nelson,Plaintive,10148,Serene,13
How Deep Is the Ocean,Frank Sinatra,Plaintive,10148,Serene,13
(You''re The) Devil in Disguise,Elvis Presley,Plaintive,10148,Serene,13
The Lonesome Death of Hattie Carroll,Bob Dylan,Plaintive,10148,Serene,13
With God on Our Side,Bob Dylan,Plaintive,10148,Serene,13
The Gates of Eden,Bob Dylan,Plaintive,10148,Serene,13
"The Downeaster ""Alexa""",Billy Joel,Plaintive,10148,Serene,13
Nothing I Can Do About It Now,Willie Nelson,Plaintive,10148,Serene,13
Night Life,Willie Nelson,Plaintive,10148,Serene,13
Mamas Don''t Let Your Babies Grow Up to Be Cowboys,Willie Nelson,Plaintive,10148,Serene,13
Living in the Promiseland,Willie Nelson,Plaintive,10148,Serene,13
Highwayman,Johnny Cash,Plaintive,10148,Serene,13
It Never Entered My Mind,Frank Sinatra,Plaintive,10148,Serene,13
Mam''selle,Frank Sinatra,Plaintive,10148,Serene,13
Ain''t No Way,Aretha Franklin,Plaintive,10148,Serene,13
Every Beat of My Heart,Gladys Knight & the Pips,Plaintive,10148,Serene,13
Knockin'' on Heaven''s Door,Bob Dylan,Plaintive,10148,Serene,13
It''s All over Now  Baby Blue,Bob Dylan,Plaintive,10148,Serene,13
Blowin'' in the Wind,Bob Dylan,Plaintive,10148,Serene,13
A Hard Rain''s A-Gonna Fall,Bob Dylan,Plaintive,10148,Serene,13
Desolation Row,Bob Dylan,Plaintive,10148,Serene,13
The Weight,Aretha Franklin,Plaintive,10148,Serene,13
Share Your Love with Me,Aretha Franklin,Plaintive,10148,Serene,13
When Can I See You,Babyface,Plaintive,10148,Serene,13
Matter of Trust,Billy Joel,Plaintive,10148,Serene,13
Misty Mornin'',Duke Ellington,Plaintive,10148,Serene,13
(Now and Then There''s) A Fool Such as I,Elvis Presley,Plaintive,10148,Serene,13
Red Headed Stranger,Willie Nelson,Plaintive,10148,Serene,13
Blue Eyes Crying in the Rain,Willie Nelson,Plaintive,10148,Serene,13
Under Pressure,Queen,Plaintive,10148,Serene,13
Until You Come Back to Me (That''s What I''m Gonna Do),Aretha Franklin,Plaintive,10148,Serene,13
Save Me,Aretha Franklin,Plaintive,10148,Serene,13
Nightswimming,R.E.M.,Plaintive,10148,Serene,13
Stardust,Frank Sinatra,Plaintive,10148,Serene,13
Are You Lonesome Tonight?,Elvis Presley,Plaintive,10148,Serene,13
Nature Boy,Miles Davis,Plaintive,10148,Serene,13
Shelter from the Storm,Bob Dylan,Plaintive,10148,Serene,13
Against All Odds (Take a Look at Me Now),Phil Collins,Plaintive,10148,Serene,13
Song to Woody,Bob Dylan,Plaintive,10148,Serene,13
Man of Constant Sorrow,Bob Dylan,Plaintive,10148,Serene,13
