title,performer,adjective,adjective_id,av_adjective,av_id
Masqualero,Miles Davis Quintet,Acerbic,10001,Nervous,10
Rehab,Amy Winehouse,Acerbic,10001,Nervous,10
Tears Dry on Their Own,Amy Winehouse,Acerbic,10001,Nervous,10
We Made You,Eminem,Acerbic,10001,Nervous,10
Folsom Prison Blues,Johnny Cash,Acerbic,10001,Nervous,10
I''ll Cry Instead,The Beatles,Acerbic,10001,Nervous,10
You Can''t Do That,The Beatles,Acerbic,10001,Nervous,10
You Won''t See Me,The Beatles,Acerbic,10001,Nervous,10
Think for Yourself,The Beatles,Acerbic,10001,Nervous,10
Happiness Is a Warm Gun,The Beatles,Acerbic,10001,Nervous,10
Sexy Sadie,The Beatles,Acerbic,10001,Nervous,10
I Am the Walrus,The Beatles,Acerbic,10001,Nervous,10
Taxman,The Beatles,Acerbic,10001,Nervous,10
And Your Bird Can Sing,The Beatles,Acerbic,10001,Nervous,10
Hey Bulldog,The Beatles,Acerbic,10001,Nervous,10
Ice Cream,Sarah McLachlan,Acerbic,10001,Nervous,10
Tombstone Blues,Bob Dylan,Acerbic,10001,Nervous,10
Shine Over Babylon,Sheryl Crow,Acerbic,10001,Nervous,10
The Lonesome Death of Hattie Carroll,Bob Dylan,Acerbic,10001,Nervous,10
Good Enough,Sarah McLachlan,Acerbic,10001,Nervous,10
Building a Mystery,Sarah McLachlan,Acerbic,10001,Nervous,10
Big Shot,Billy Joel,Acerbic,10001,Nervous,10
The Entertainer,Billy Joel,Acerbic,10001,Nervous,10
Angry Young Man,Billy Joel,Acerbic,10001,Nervous,10
Hitchin'' a Ride,Green Day,Acerbic,10001,Nervous,10
Ballad of a Thin Man,Bob Dylan,Acerbic,10001,Nervous,10
Like a Rolling Stone,Bob Dylan,Acerbic,10001,Nervous,10
A Hard Rain''s A-Gonna Fall,Bob Dylan,Acerbic,10001,Nervous,10
It''s Only Rock ''N Roll (But I Like It),The Rolling Stones,Acerbic,10001,Nervous,10
I Got Stripes,Johnny Cash,Acerbic,10001,Nervous,10
Cleanin'' Out My Closet,Eminem,Acerbic,10001,Nervous,10
Like a Rolling Stone,Bob Dylan,Acerbic,10001,Nervous,10
On a Plain,Nirvana,Acerbic,10001,Nervous,10
Live with Me,The Rolling Stones,Acerbic,10001,Nervous,10
I Don''t Wanna Go on With You Like That,Elton John,Acerbic,10001,Nervous,10
Street Fighting Man,The Rolling Stones,Acerbic,10001,Nervous,10
Clampdown,The Clash,Acerbic,10001,Nervous,10
Pressure,Billy Joel,Acerbic,10001,Nervous,10
Let Me Roll It,Paul McCartney,Acerbic,10001,Nervous,10
Flushed from the Bathroom of Your Heart,Johnny Cash,Acerbic,10001,Nervous,10
Cocaine Blues,Johnny Cash,Acerbic,10001,Nervous,10
Oliver''s Army,Elvis Costello,Acerbic,10001,Nervous,10
Go Let It Out,Oasis,Acerbic,10001,Nervous,10
Heart of Stone,The Rolling Stones,Acerbic,10001,Nervous,10
Mother''s Little Helper,The Rolling Stones,Acerbic,10001,Nervous,10
The Spider and the Fly,The Rolling Stones,Acerbic,10001,Nervous,10
Revolution,The Beatles,Acerbic,10001,Nervous,10
My Name Is,Eminem,Acerbic,10001,Nervous,10
I''m the Man,Joe Jackson,Acerbic,10001,Nervous,10
On Your Radio,Joe Jackson,Acerbic,10001,Nervous,10
Fuck tha Police,N.W.A,Aggressive,10002,aggressive,20
Breaking the Law,Judas Priest,Aggressive,10002,aggressive,20
Mama Said Knock You Out,LL Cool J,Aggressive,10002,aggressive,20
Fight the Power,Public Enemy,Aggressive,10002,aggressive,20
Wish,Nine Inch Nails,Aggressive,10002,aggressive,20
Ace of Spades,Motorhead,Aggressive,10002,aggressive,20
Kick Out the Jams,MC5,Aggressive,10002,aggressive,20
Bawitdaba,Kid Rock,Aggressive,10002,aggressive,20
Get at Me Dog,DMX,Aggressive,10002,aggressive,20
Communication Breakdown,Led Zeppelin,Aggressive,10002,aggressive,20
Attitude,Misfits,Aggressive,10002,aggressive,20
Pay to Cum,Bad Brains,Aggressive,10002,aggressive,20
Search and Destroy,Iggy & the Stooges,Aggressive,10002,aggressive,20
You Got It (Keep It Outta My Face),Mudhoney,Aggressive,10002,aggressive,20
Smack My Bitch Up,The Prodigy,Aggressive,10002,aggressive,20
Bang Your Head (Metal Health),Quiet Riot,Aggressive,10002,aggressive,20
Steady Mobbin'',Ice Cube,Aggressive,10002,aggressive,20
Summertime Blues,Blue Cheer,Aggressive,10002,aggressive,20
The Eton Rifles,The Jam,Aggressive,10002,aggressive,20
Dive,Nirvana,Aggressive,10002,aggressive,20
Break on Through (To the Other Side),The Doors,Aggressive,10002,aggressive,20
Sucker M.C.''s (Krush-Groove 1),Run-D.M.C.,Aggressive,10002,aggressive,20
Bring the Noise,Public Enemy,Aggressive,10002,aggressive,20
Slam,Onyx,Aggressive,10002,aggressive,20
I Wanna Be Your Dog,The Stooges,Aggressive,10002,aggressive,20
Dirty Water,The Standells,Aggressive,10002,aggressive,20
King of Rock,Run-D.M.C.,Aggressive,10002,aggressive,20
MBV Arkestra (If They Move Kill ''Em),Primal Scream,Aggressive,10002,aggressive,20
Psycho,The Sonics,Aggressive,10002,aggressive,20
My Generation,The Who,Aggressive,10002,aggressive,20
(I''m Not Your) Steppin'' Stone,The Monkees,Aggressive,10002,aggressive,20
Margin Walker,Fugazi,Aggressive,10002,aggressive,20
You Really Got Me,The Kinks,Aggressive,10002,aggressive,20
Balls to the Wall,Accept,Aggressive,10002,aggressive,20
Cowboys from Hell,Pantera,Aggressive,10002,aggressive,20
Radio  Radio,Elvis Costello & the Attractions,Aggressive,10002,aggressive,20
Shimmy Shimmy Ya,Ol'' Dirty Bastard,Aggressive,10002,aggressive,20
Living After Midnight,Judas Priest,Aggressive,10002,aggressive,20
Rollin'' (Air Raid Vehicle),Limp Bizkit,Aggressive,10002,aggressive,20
Blues from a Gun,The Jesus and Mary Chain,Aggressive,10002,aggressive,20
Machine Gun Etiquette,The Damned,Aggressive,10002,aggressive,20
Tattooed Love Boys,Pretenders,Aggressive,10002,aggressive,20
Personality Crisis,New York Dolls,Aggressive,10002,aggressive,20
Highway Star,Deep Purple,Aggressive,10002,aggressive,20
Run to the Hills,Iron Maiden,Aggressive,10002,aggressive,20
Fire,The Jimi Hendrix Experience,Aggressive,10002,aggressive,20
Unsung,Helmet,Aggressive,10002,aggressive,20
This Is a Call,Foo Fighters,Aggressive,10002,aggressive,20
Rockstar,Nickelback,Aggressive,10002,aggressive,20
Save You,Pearl Jam,Aggressive,10002,aggressive,20
How Can You Mend a Broken Heart?,Bee Gees,Ambitious,10003,ambitious,79
Lucy in the Sky With Diamonds,The Beatles,Ambitious,10003,ambitious,79
Sgt. Pepper''s Lonely Hearts Club Band,The Beatles,Ambitious,10003,ambitious,79
A Day in the Life,The Beatles,Ambitious,10003,ambitious,79
Magical Mystery Tour,The Beatles,Ambitious,10003,ambitious,79
The Fixer,Pearl Jam,Ambitious,10003,ambitious,79
Violet Hill,Coldplay,Ambitious,10003,ambitious,79
Viva la Vida,Coldplay,Ambitious,10003,ambitious,79
Supermassive Black Hole,Muse,Ambitious,10003,ambitious,79
Starlight,Muse,Ambitious,10003,ambitious,79
Tell Me ''Bout It,Joss Stone,Ambitious,10003,ambitious,79
Me Against the Music,Madonna,Ambitious,10003,ambitious,79
There Is No Greater Love,Miles Davis,Ambitious,10003,ambitious,79
You Had Me,Joss Stone,Ambitious,10003,ambitious,79
Diminuendo and Crescendo in Blue,Duke Ellington,Ambitious,10003,ambitious,79
No Blues,Miles Davis,Ambitious,10003,ambitious,79
Moose the Mooche,Miles Davis,Ambitious,10003,ambitious,79
Business,Eminem,Ambitious,10003,ambitious,79
A Night in Tunisia,Miles Davis,Ambitious,10003,ambitious,79
Scrapple from the Apple,Miles Davis,Ambitious,10003,ambitious,79
Now''s the Time,Miles Davis,Ambitious,10003,ambitious,79
Bold as Love,Jimi Hendrix,Ambitious,10003,ambitious,79
People Get Ready,Aretha Franklin,Ambitious,10003,ambitious,79
Mr. Pastorius,Miles Davis,Ambitious,10003,ambitious,79
Heaven Help Us All,Stevie Wonder,Ambitious,10003,ambitious,79
Nefertiti,Miles Davis,Ambitious,10003,ambitious,79
I Believe I Can Fly,R. Kelly,Ambitious,10003,ambitious,79
It Ain''t Over ''Til It''s Over,Lenny Kravitz,Ambitious,10003,ambitious,79
Living for the City,Stevie Wonder,Ambitious,10003,ambitious,79
If You Love Somebody Set Them Free,Sting,Ambitious,10003,ambitious,79
Joshua,Miles Davis,Ambitious,10003,ambitious,79
Seven Steps to Heaven,Miles Davis,Ambitious,10003,ambitious,79
Sanctuary,Miles Davis,Ambitious,10003,ambitious,79
Let Love Rule,Lenny Kravitz,Ambitious,10003,ambitious,79
Freddie Freeloader,Miles Davis,Ambitious,10003,ambitious,79
American Trilogy,Elvis Presley,Ambitious,10003,ambitious,79
Jam With Sam,Duke Ellington,Ambitious,10003,ambitious,79
Long  Long Way From Home,Foreigner,Ambitious,10003,ambitious,79
Stella by Starlight,Miles Davis,Ambitious,10003,ambitious,79
Run to Me,Bee Gees,Ambitious,10003,ambitious,79
Head Games,Foreigner,Ambitious,10003,ambitious,79
Memory of a Free Festival,David Bowie,Ambitious,10003,ambitious,79
ABC,The Jackson 5,Amiable/Good-Natured,10004,amiable,92
It''s Only a Paper Moon,Nat King Cole,Amiable/Good-Natured,10004,amiable,92
Five Guys Named Moe,Louis Jordan,Amiable/Good-Natured,10004,amiable,92
Give Me the Simple Life,June Christy,Amiable/Good-Natured,10004,amiable,92
Baby I''m-A Want You,Bread,Amiable/Good-Natured,10004,amiable,92
Joy Spring,Clifford Brown,Amiable/Good-Natured,10004,amiable,92
Wake Me Up Before You Go-Go,Wham!,Amiable/Good-Natured,10004,amiable,92
Calendar Girl,Neil Sedaka,Amiable/Good-Natured,10004,amiable,92
Girls Just Want to Have Fun,Cyndi Lauper,Amiable/Good-Natured,10004,amiable,92
Ac-Cent-Tchu-Ate the Positive,The Andrews Sisters,Amiable/Good-Natured,10004,amiable,92
Red Rubber Ball,The Cyrkle,Amiable/Good-Natured,10004,amiable,92
Do You Believe in Magic?,The Lovin'' Spoonful,Amiable/Good-Natured,10004,amiable,92
Sweet Little Sixteen,Chuck Berry,Amiable/Good-Natured,10004,amiable,92
I Left My Wallet in el Segundo,A Tribe Called Quest,Amiable/Good-Natured,10004,amiable,92
Dang Me,Roger Miller,Amiable/Good-Natured,10004,amiable,92
Struttin'' With Some Barbecue,Louis Armstrong,Amiable/Good-Natured,10004,amiable,92
I''m Walkin'',Fats Domino,Amiable/Good-Natured,10004,amiable,92
Chances Are,Johnny Mathis,Amiable/Good-Natured,10004,amiable,92
Boy from New York City,The Manhattan Transfer,Amiable/Good-Natured,10004,amiable,92
Salt Peanuts,Dizzy Gillespie Sextet,Amiable/Good-Natured,10004,amiable,92
Caldonia,Louis Jordan,Amiable/Good-Natured,10004,amiable,92
Mistadobalina,Del the Funky Homosapien,Amiable/Good-Natured,10004,amiable,92
(Theme From) The Monkees,The Monkees,Amiable/Good-Natured,10004,amiable,92
Whole Wide World,Wreckless Eric,Amiable/Good-Natured,10004,amiable,92
Mamas Don''t Let Your Babies Grow up to Be Cowboys,Waylon Jennings,Amiable/Good-Natured,10004,amiable,92
Sally Was a Good Old Girl,Buck Owens,Amiable/Good-Natured,10004,amiable,92
Come On-A My House,Rosemary Clooney,Amiable/Good-Natured,10004,amiable,92
Skinny Jim,Eddie Cochran,Amiable/Good-Natured,10004,amiable,92
Give Him a Great Big Kiss,The Shangri-Las,Amiable/Good-Natured,10004,amiable,92
Soul Man,Sam & Dave,Amiable/Good-Natured,10004,amiable,92
She Bop,Cyndi Lauper,Amiable/Good-Natured,10004,amiable,92
Wake Up Little Susie,The Everly Brothers,Amiable/Good-Natured,10004,amiable,92
Roll with It,Steve Winwood,Amiable/Good-Natured,10004,amiable,92
Thank You for Being a Friend,Andrew Gold,Amiable/Good-Natured,10004,amiable,92
Hey! Baby,Bruce Channel,Amiable/Good-Natured,10004,amiable,92
Did You Ever Have to Make up Your Mind?,The Lovin'' Spoonful,Amiable/Good-Natured,10004,amiable,92
Windy,The Association,Amiable/Good-Natured,10004,amiable,92
Back at the Chicken Shack,Jimmy Smith,Amiable/Good-Natured,10004,amiable,92
Your Smiling Face,James Taylor,Amiable/Good-Natured,10004,amiable,92
Blueberry Hill,Fats Domino,Amiable/Good-Natured,10004,amiable,92
Sunshine Superman,Donovan,Amiable/Good-Natured,10004,amiable,92
Ventura Highway,America,Amiable/Good-Natured,10004,amiable,92
King of the Road,Roger Miller,Amiable/Good-Natured,10004,amiable,92
Surfin'' U.S.A.,The Beach Boys,Amiable/Good-Natured,10004,amiable,92
Up  Up and Away,The 5th Dimension,Amiable/Good-Natured,10004,amiable,92
Show Me the Way,Peter Frampton,Amiable/Good-Natured,10004,amiable,92
Silly Love Songs,Paul McCartney,Amiable/Good-Natured,10004,amiable,92
New San Antonio Rose,Bob Wills and His Texas Playboys,Amiable/Good-Natured,10004,amiable,92
Ruby Baby,Dion,Amiable/Good-Natured,10004,amiable,92
Creeque Alley,The Mamas & the Papas,Amiable/Good-Natured,10004,amiable,92
Straight Outta Compton,N.W.A,Angry,10005,angry,21
Bombtrack,Rage Against the Machine,Angry,10005,angry,21
London Calling,The Clash,Angry,10005,angry,21
Fight the Power,Public Enemy,Angry,10005,angry,21
Violet,Hole,Angry,10005,angry,21
Rid of Me,PJ Harvey,Angry,10005,angry,21
Head Like a Hole,Nine Inch Nails,Angry,10005,angry,21
Territorial Pissings,Nirvana,Angry,10005,angry,21
God Save the Queen,Sex Pistols,Angry,10005,angry,21
Welcome to the Jungle,Guns N'' Roses,Angry,10005,angry,21
Stigmata,Ministry,Angry,10005,angry,21
Rise Above,Black Flag,Angry,10005,angry,21
Kill the Poor,Dead Kennedys,Angry,10005,angry,21
Battery,Metallica,Angry,10005,angry,21
You Must Learn,Boogie Down Productions,Angry,10005,angry,21
Jealous Again,Black Flag,Angry,10005,angry,21
Eve of Destruction,Barry McGuire,Angry,10005,angry,21
I Don''t Care About You,Fear,Angry,10005,angry,21
Radio  Radio,Elvis Costello & the Attractions,Angry,10005,angry,21
Triptych: Prayer/Protest/Peace,Max Roach,Angry,10005,angry,21
Bullet in the Head,Rage Against the Machine,Angry,10005,angry,21
Gangsta Gangsta,N.W.A,Angry,10005,angry,21
Seether,Veruca Salt,Angry,10005,angry,21
London''s Burning,The Clash,Angry,10005,angry,21
Something Against You,Pixies,Angry,10005,angry,21
The Way I Am,Eminem,Angry,10005,angry,21
Paint It Black,The Rolling Stones,Angry,10005,angry,21
Moja  Pt. 1,Miles Davis,Angry,10005,angry,21
A'' Bomb in Wardour Street,The Jam,Angry,10005,angry,21
Sedan Delivery,Neil Young & Crazy Horse,Angry,10005,angry,21
New Day Rising,Hüsker Dü,Angry,10005,angry,21
T.V. Eye,The Stooges,Angry,10005,angry,21
White Riot,The Clash,Angry,10005,angry,21
No Action,Elvis Costello,Angry,10005,angry,21
Bring the Noise,Public Enemy,Angry,10005,angry,21
Mercury Poisoning,Graham Parker,Angry,10005,angry,21
Wolverine Blues,Entombed,Angry,10005,angry,21
Don''t Bring Me Down,Eric Burdon & the Animals,Angry,10005,angry,21
Freak on a Leash,Korn,Angry,10005,angry,21
(I''m Not Your) Steppin'' Stone,Minor Threat,Angry,10005,angry,21
AmeriKKKa''s Most Wanted,Ice Cube,Angry,10005,angry,21
Firestarter,The Prodigy,Angry,10005,angry,21
Margin Walker,Fugazi,Angry,10005,angry,21
Black Steel in the Hour of Chaos,Public Enemy,Angry,10005,angry,21
Delete Yourself! You Got No Chance to Win!,Atari Teenage Riot,Angry,10005,angry,21
Alone I Break,Korn,Angry,10005,angry,21
Hating,Korn,Angry,10005,angry,21
Sabotage,Beastie Boys,Angry,10005,angry,21
Moja  Pt. 1,Miles Davis,Angry,10005,angry,21
Ignorance,Paramore,Angry,10005,angry,21
Rockstar,Nickelback,Angst-Ridden,10006,angst,17
I''m a Loser,The Beatles,Angst-Ridden,10006,angst,17
You''ve Got to Hide Your Love Away,The Beatles,Angst-Ridden,10006,angst,17
Wrong,Depeche Mode,Angst-Ridden,10006,angst,17
My Life Would Suck Without You,Kelly Clarkson,Angst-Ridden,10006,angst,17
Misery Business,Paramore,Angst-Ridden,10006,angst,17
Please Don''t Leave Me,P!nk,Angst-Ridden,10006,angst,17
Angry Chair,Alice in Chains,Angst-Ridden,10006,angst,17
Would?,Alice in Chains,Angst-Ridden,10006,angst,17
Once,Pearl Jam,Angst-Ridden,10006,angst,17
Starlight,Muse,Angst-Ridden,10006,angst,17
A Tout le Monde,Megadeth,Angst-Ridden,10006,angst,17
See That My Grave Is Kept Clean,Bob Dylan,Angst-Ridden,10006,angst,17
"The Downeaster ""Alexa""",Billy Joel,Angst-Ridden,10006,angst,17
How Blue Can You Get?,B.B. King,Angst-Ridden,10006,angst,17
Dread and the Fugitive Mind,Megadeth,Angst-Ridden,10006,angst,17
Almost Honest,Megadeth,Angst-Ridden,10006,angst,17
A Hard Rain''s A-Gonna Fall,Bob Dylan,Angst-Ridden,10006,angst,17
Immortality,Pearl Jam,Angst-Ridden,10006,angst,17
Repetition,David Bowie,Angst-Ridden,10006,angst,17
She Loves Me Not,Papa Roach,Angst-Ridden,10006,angst,17
Too Bad,Nickelback,Angst-Ridden,10006,angst,17
Never Again,Nickelback,Angst-Ridden,10006,angst,17
Look Back in Anger,David Bowie,Angst-Ridden,10006,angst,17
Teenage Wildlife,David Bowie,Angst-Ridden,10006,angst,17
Yellow Ledbetter,Pearl Jam,Angst-Ridden,10006,angst,17
State of Love and Trust,Pearl Jam,Angst-Ridden,10006,angst,17
Even Flow,Pearl Jam,Angst-Ridden,10006,angst,17
Hail  Hail,Pearl Jam,Angst-Ridden,10006,angst,17
Animal,Pearl Jam,Angst-Ridden,10006,angst,17
Pressure,Billy Joel,Angst-Ridden,10006,angst,17
Bullet With Butterfly Wings,The Smashing Pumpkins,Angst-Ridden,10006,angst,17
Zero,The Smashing Pumpkins,Angst-Ridden,10006,angst,17
Light Years,Pearl Jam,Angst-Ridden,10006,angst,17
Last Resort,Papa Roach,Angst-Ridden,10006,angst,17
Under Pressure,Queen,Angst-Ridden,10006,angst,17
Adam''s Song,blink-182,Angst-Ridden,10006,angst,17
Whipping,Pearl Jam,Angst-Ridden,10006,angst,17
Tremor Christ,Pearl Jam,Angst-Ridden,10006,angst,17
Bad Love,Eric Clapton,Angst-Ridden,10006,angst,17
Dancing in the Dark,Bruce Springsteen,Angst-Ridden,10006,angst,17
Fools in Love,Joe Jackson,Angst-Ridden,10006,angst,17
Is She Really Going out with Him?,Joe Jackson,Angst-Ridden,10006,angst,17
All for Leyna,Billy Joel,Angst-Ridden,10006,angst,17
Sometimes a Fantasy,Billy Joel,Angst-Ridden,10006,angst,17
Wishlist,Pearl Jam,Angst-Ridden,10006,angst,17
Today,The Smashing Pumpkins,Angst-Ridden,10006,angst,17
Rooster,Alice in Chains,Angst-Ridden,10006,angst,17
Dissident,Pearl Jam,Angst-Ridden,10006,angst,17
Angel Eyes,Frank Sinatra,Angst-Ridden,10006,angst,17
Tears Dry on Their Own,Amy Winehouse,Anguished/Distraught,10007,anguished,18
Need You Now,Lady Antebellum,Anguished/Distraught,10007,anguished,18
No Reply,The Beatles,Anguished/Distraught,10007,anguished,18
I''m a Loser,The Beatles,Anguished/Distraught,10007,anguished,18
I''m So Tired,The Beatles,Anguished/Distraught,10007,anguished,18
Please Don''t Leave Me,P!nk,Anguished/Distraught,10007,anguished,18
Angry Chair,Alice in Chains,Anguished/Distraught,10007,anguished,18
Would?,Alice in Chains,Anguished/Distraught,10007,anguished,18
Mama Tried,Grateful Dead,Anguished/Distraught,10007,anguished,18
Caroline  No,The Beach Boys,Anguished/Distraught,10007,anguished,18
If I Had Possession Over Judgement Day,Eric Clapton,Anguished/Distraught,10007,anguished,18
I Be''s Troubled,Muddy Waters,Anguished/Distraught,10007,anguished,18
In the End,Linkin Park,Anguished/Distraught,10007,anguished,18
One Step Closer,Linkin Park,Anguished/Distraught,10007,anguished,18
Crawling,Linkin Park,Anguished/Distraught,10007,anguished,18
Crazy Love,Paul Anka,Anguished/Distraught,10007,anguished,18
How Am I Doin'',Dierks Bentley,Anguished/Distraught,10007,anguished,18
''Til I Can Make It on My Own,Tammy Wynette,Anguished/Distraught,10007,anguished,18
I Don''t Wanna Play House,Tammy Wynette,Anguished/Distraught,10007,anguished,18
D-I-V-O-R-C-E,Tammy Wynette,Anguished/Distraught,10007,anguished,18
How Long Blues,Ray Charles,Anguished/Distraught,10007,anguished,18
St. James Infirmary,Louis Armstrong,Anguished/Distraught,10007,anguished,18
Look Back in Anger,David Bowie,Anguished/Distraught,10007,anguished,18
Something Fishy,Dolly Parton,Anguished/Distraught,10007,anguished,18
Gimme Shelter,The Rolling Stones,Anguished/Distraught,10007,anguished,18
Great Expectations,Miles Davis,Anguished/Distraught,10007,anguished,18
Caroline No,The Beach Boys,Anguished/Distraught,10007,anguished,18
Third World Girl,Marvin Gaye,Anguished/Distraught,10007,anguished,18
Broken Home,Papa Roach,Anguished/Distraught,10007,anguished,18
Neither One of Us (Wants to Be the First to Say Goodbye),Gladys Knight & the Pips,Anguished/Distraught,10007,anguished,18
E-Bow the Letter,R.E.M.,Anguished/Distraught,10007,anguished,18
Big Railroad Blues,Grateful Dead,Anguished/Distraught,10007,anguished,18
Shoo-Be-Doo-Be-Doo-Da-Day,Stevie Wonder,Anguished/Distraught,10007,anguished,18
Walk on By,Isaac Hayes,Anguished/Distraught,10007,anguished,18
Rooster,Alice in Chains,Anguished/Distraught,10007,anguished,18
Down in a Hole,Alice in Chains,Anguished/Distraught,10007,anguished,18
Them Bones,Alice in Chains,Anguished/Distraught,10007,anguished,18
Troy,Sinead O''Connor,Anguished/Distraught,10007,anguished,18
Crawlin'' King Snake,John Lee Hooker,Anguished/Distraught,10007,anguished,18
Heartbreak Hotel,Elvis Presley,Anguished/Distraught,10007,anguished,18
So Much to Do,Willie Nelson,Anguished/Distraught,10007,anguished,18
Heaven Beside You,Alice in Chains,Anguished/Distraught,10007,anguished,18
Grind,Alice in Chains,Anguished/Distraught,10007,anguished,18
Sad Songs and Waltzes,Willie Nelson,Anguished/Distraught,10007,anguished,18
Blue Shadows,B.B. King,Anguished/Distraught,10007,anguished,18
Starting Over Again,Dolly Parton,Anguished/Distraught,10007,anguished,18
Never Dreamed You''d Leave in Summer,Stevie Wonder,Anguished/Distraught,10007,anguished,18
You Done Lost Your Good Thing Now,B.B. King,Anguished/Distraught,10007,anguished,18
Rocks in My Bed,Duke Ellington,Anguished/Distraught,10007,anguished,18
You''ve Done Lost Your Good Thing Now,B.B. King,Anguished/Distraught,10007,anguished,18
Addendum  for violin  cello & piano,Chick Corea,Animated,10008,animated,66
Finale,Classic Buskers,Athletic,10009,athletic,67
Telephone [Alphabeat Remix],Lady Gaga,Athletic,10009,athletic,67
Telephone,Lady Gaga,Athletic,10009,athletic,67
Rude Boy [Explicit Version],Rihanna,Athletic,10009,athletic,67
Hard,Rihanna,Athletic,10009,athletic,67
Say Aah,Fabolous,Athletic,10009,athletic,67
Fascination Street,The Cure,Atmospheric,10010,atmospheric,178
Ladies and Gentlemen We Are Floating in Space,Spiritualized,Atmospheric,10010,atmospheric,178
Providence,Sonic Youth,Atmospheric,10010,atmospheric,178
Rhinoceros,The Smashing Pumpkins,Atmospheric,10010,atmospheric,178
Everything in Its Right Place,Radiohead,Atmospheric,10010,atmospheric,178
Feed Me with Your Kiss,My Bloody Valentine,Atmospheric,10010,atmospheric,178
Baker Street,Gerry Rafferty,Atmospheric,10010,atmospheric,178
Do You Realize??,The Flaming Lips,Atmospheric,10010,atmospheric,178
I''ll Come Running,Brian Eno,Atmospheric,10010,atmospheric,178
Lost Cause,Beck,Atmospheric,10010,atmospheric,178
Waterfalls,TLC,Atmospheric,10010,atmospheric,178
Norwegian Wood (This Bird Has Flown),The Beatles,Atmospheric,10010,atmospheric,178
Lucy in the Sky With Diamonds,The Beatles,Atmospheric,10010,atmospheric,178
Come Together,The Beatles,Atmospheric,10010,atmospheric,178
Across the Universe,The Beatles,Atmospheric,10010,atmospheric,178
Madame George,Van Morrison,Atmospheric,10010,atmospheric,178
Beside You,Van Morrison,Atmospheric,10010,atmospheric,178
Man on the Moon,R.E.M.,Atmospheric,10010,atmospheric,178
Drive,R.E.M.,Atmospheric,10010,atmospheric,178
What''s the Frequency  Kenneth?,R.E.M.,Atmospheric,10010,atmospheric,178
Imitation of Life,R.E.M.,Atmospheric,10010,atmospheric,178
Bad Day,R.E.M.,Atmospheric,10010,atmospheric,178
Everybody Hurts,R.E.M.,Atmospheric,10010,atmospheric,178
Cuyahoga,R.E.M.,Atmospheric,10010,atmospheric,178
The One I Love,R.E.M.,Atmospheric,10010,atmospheric,178
Orange Crush,R.E.M.,Atmospheric,10010,atmospheric,178
The Great Beyond,R.E.M.,Atmospheric,10010,atmospheric,178
Stella by Starlight,Frank Sinatra,Atmospheric,10010,atmospheric,178
It Never Entered My Mind,Frank Sinatra,Atmospheric,10010,atmospheric,178
Mam''selle,Frank Sinatra,Atmospheric,10010,atmospheric,178
Someone to Watch Over Me,Frank Sinatra,Atmospheric,10010,atmospheric,178
So What,Miles Davis,Atmospheric,10010,atmospheric,178
Just A-Sittin'' and A-Rockin'',Duke Ellington,Atmospheric,10010,atmospheric,178
So What,John Coltrane,Atmospheric,10010,atmospheric,178
I Fall in Love Too Easily,Frank Sinatra,Atmospheric,10010,atmospheric,178
Band on the Run,Paul McCartney,Atmospheric,10010,atmospheric,178
I Am...I Said,Neil Diamond,Atmospheric,10010,atmospheric,178
Morningside,Neil Diamond,Atmospheric,10010,atmospheric,178
Girl  You''ll Be a Woman Soon,Neil Diamond,Atmospheric,10010,atmospheric,178
Be My Number Two,Joe Jackson,Atmospheric,10010,atmospheric,178
Any Day Now,Elvis Presley,Atmospheric,10010,atmospheric,178
Only the Strong Survive,Elvis Presley,Atmospheric,10010,atmospheric,178
Bridge over Troubled Water,Aretha Franklin,Atmospheric,10010,atmospheric,178
London by Night,Frank Sinatra,Atmospheric,10010,atmospheric,178
Nightswimming,R.E.M.,Atmospheric,10010,atmospheric,178
April in Paris,Frank Sinatra,Atmospheric,10010,atmospheric,178
It Might as Well Be Spring,Frank Sinatra,Atmospheric,10010,atmospheric,178
Come Rain or Come Shine,Frank Sinatra,Atmospheric,10010,atmospheric,178
Are You Lonesome Tonight?,Elvis Presley,Atmospheric,10010,atmospheric,178
Mr. Pastorius,Miles Davis,Atmospheric,10010,atmospheric,178
The Single Petal of a Rose,Duke Ellington,Austere,10011,Nervous,10
Song to Gayle,Gary Burton,Austere,10011,Nervous,10
Radioactivity,Kraftwerk,Austere,10011,Nervous,10
Yuko & Hiro,Blur,Austere,10011,Nervous,10
Because,The Beatles,Austere,10011,Nervous,10
It Wasn''t God Who Made Honky Tonk Angels,Loretta Lynn,Austere,10011,Nervous,10
When Under Ether,PJ Harvey,Austere,10011,Nervous,10
African Herbsman,Bob Marley,Austere,10011,Nervous,10
My Old Flame,Stan Getz,Austere,10011,Nervous,10
Little 15,Depeche Mode,Austere,10011,Nervous,10
Round Midnight,Miles Davis,Austere,10011,Nervous,10
It''s Now or Never (Take 1),Elvis Presley,Austere,10011,Nervous,10
Heroes,David Bowie,Austere,10011,Nervous,10
Running Up That Hill,Kate Bush,Austere,10011,Nervous,10
Lonely Woman,Charlie Haden,Austere,10011,Nervous,10
I Am Stretched on Your Grave,Sinead O''Connor,Austere,10011,Nervous,10
Ferry Cross the Mersey,Pat Metheny,Austere,10011,Nervous,10
Don''t Know Why,Pat Metheny,Austere,10011,Nervous,10
